id,label,count,relevant,event
Q2166013,wiki hosting service,13,,
Q637816,occupational disease,13,,
Q50336223,public administration information system in the Czech Republic,13,,
Q58454964,legislature of the Parliament of Catalonia,13,,
Q1574810,Academy of Commerce,13,,
Q67705604,Aspect of Shiva,13,,
Q1945774,Floating market,13,,
Q15895348,Somdet Phra Srinagarindra Parks,13,,
Q463820,isotope of beryllium,13,,
Q19862851,Massive online open course provider,13,,
Q15850356,Tennis-Bundesliga (Men 30),13,,
Q80466342,marine brigade,13,,
Q14565197,relative direction,13,,
Q18810310,Bridge keeper's house,13,,
Q13506957,Hungarian Junior International Badminton Championships,13,,1
Q5763312,Hillingdon London Borough Council election,13,,
Q67925073,mukim of Malaysia,13,,
Q3456301,ship replica,13,,
Q42752243,Wikidata property related to anatomy,13,,
Q106821425,Love Live! music group,13,,
Q3476035,scopulus,13,,
Q105880,fumarole,13,,
Q580889,table,13,,
Q30063931,ambassador to Panama,13,,
Q13403102,Esperanto congress,13,,
Q29898858,ambassador to Kazakhstan,13,,
Q54971310,Q54971310,13,,
Q5176895,counter-protest,13,,
Q28106485,Wikidata property related to sport facilities,13,,
Q2839016,allegory,13,,
Q654502,Société par actions simplifiée,13,,
Q3360632,currency pair,13,,
Q221175,Latin school,13,,
Q95988573,customer relationship management software,13,,
Q1367821,subprefecture,13,,
Q392389,Grand Prix Cycliste de Montréal,13,,
Q106645589,historical essay,13,,
Q3500690,church bell,13,,
Q54969398,Q54969398,13,,
Q96471835,cortistatins,13,,
Q12056776,category of endangered species in the Red List of Endangered Species of the Czech Republic,13,,
Q392369,Grand Prix Cycliste de Québec,13,,
Q59728049,ward of the Fune legislative council,13,,
Q2646517,bridal crown,13,,
Q18692990,linked open data,13,,
Q1798622,governorate,13,,
Q67206426,African Rowing Championships,13,,1
Q22582645,Wikidata property for properties,13,,
Q302497,mandolin,13,,
Q7311342,religious controversy,13,,
Q583593,conjuratory,13,,
Q1615491,robe à l'anglaise,13,,
Q97570030,carving,13,,
Q106653189,Wikidata property for authority control for victims of National Socialism,13,,
Q105543732,customer and service user charter,13,,
Q1385610,excerpt,13,,
Q111168504,European Senior Badminton Championships O55,13,,
Q2862826,weaving technique,13,,
Q1641112,social formation,13,,
Q758639,Auckland International Badminton Championships,13,,1
Q1427940,warning system,13,,
Q2997711,tank corps,13,,
Q4736417,alternating knot,13,,
Q5325494,Ealing London Borough Council election,13,,
Q1433428,battle cry,13,,
Q47452655,signals battalion,13,,
Q1826259,Namibian National Road Race Championships,13,,1
Q62649420,base command,13,,
Q1702137,Q1702137,13,,
Q1156895,nomination,13,,
Q84015776,historic landmark,13,,
Q498087,Roland statue,13,,
Q1390062,fab lab,13,,
Q3874670,neoflavonoid,13,,
Q134390,province of the Netherlands,12,,
Q21507383,provincial or territorial capital city in Canada,12,,
Q17907810,letter having circumflex,12,,
Q17364572,district of Northern Ireland,12,,
Q16685897,Population II star,12,,
Q27555265,memory type,12,,
Q792929,department of Benin,12,,
Q20198105,lossless audio coding format,12,,
Q223832,dominion of the British Empire,12,,
Q58927801,ethical theory,12,,
Q5801919,sex crime,12,,
Q589184,paralympic sports,12,,
Q134560,belt,12,,
Q1846372,Federal Public Service,12,,
Q171187,peel,12,,
Q1686959,underground infrastructure system,12,,
Q84593401,court church,12,,
Q188800,personal union,12,,
Q15644465,district of the canton of Zürich,12,,
Q119814,regalia,12,,
Q146071,criminal procedure,12,,
Q1146429,canton of Luxembourg,12,,
Q211790,logical connective,12,,
Q736556,filter,12,,
Q104251,county of Albania,12,,
Q63104682,Flak unit,12,,
Q105763033,Panzergrenadier Division,12,,
Q909458,Jōkamachi,12,,
Q2692606,cyclic process,12,,
Q27104997,civil parish with city status,12,,
Q2634521,title of Jesus,12,,
Q1497011,communal reorganisation,12,,
Q42314054,ammunition model,12,,
Q106592862,annual music awards ceremony,12,1,1
Q903985,Cabinet of the Faroe Islands,12,,
Q301585,religious persecution,12,,
Q81859300,counter-celebration,12,,
Q193544,music theory,12,,
Q28550993,reclaimed land,12,,
Q96225078,former periodical,12,,
Q2296548,radio programming,12,,
Q20856058,landgraviate,12,,
Q1736393,"Studentenverbindung, catholic",12,,
Q3595457,Acoustic torpedo,12,,
Q28379876,multimedia container,12,,
Q312457,note value,12,,
Q18450907,hexadecagonal number,12,,
Q7095059,ontology language,12,,
Q8108818,karate kata,12,,
Q780649,atom model,12,,
Q1063558,behavioral pattern,12,,
Q426809,organochlorine compound,12,,
Q412056,uronic acid,12,,
Q960800,chlorofluorocarbon,12,,
Q109533484,linear tetrapyrrole,12,,
Q1802587,German public state broadcaster,12,,
Q20031543,aircraft undercarriage class,12,,
Q842420,region of Uzbekistan,12,,
Q369330,medium-range ballistic missile,12,,
Q7958155,literary forgery,12,,
Q1083980,Studium Generale,12,,
Q831109,Gemini spacecraft,12,,
Q1092177,message-oriented middleware,12,,
Q96354572,destroyed convent,12,,
Q570,loudspeaker,12,,
Q18449456,tridecagonal number,12,,
Q5377030,energy conservation measure,12,,
Q11420694,royal surname,12,1,
Q2140214,parish of Jersey,12,,
Q1440476,lattice tower,12,,
Q471805,A-type main sequence star,12,,
Q1131614,anti-tank rifle,12,,
Q109328925,Jewish library,12,,
Q1414135,rolling stock,12,,
Q628080,labour code,12,,
Q198721,Golden Bull,12,,
Q6528244,privy council,12,,
Q20488347,national park of Peru,12,,
Q642961,Reichsgau,12,,
Q708135,Silver Bear,12,,
Q1132300,metropolitan region in Germany,12,,
Q3200355,Kumano shrine,12,,
Q79226802,animal from the Chinese zodiac,12,,
Q272975,Gatling gun,12,,
Q636033,archive type,12,,
Q2920963,stew,12,,
Q46765731,automotive part,12,,
Q18451093,icosidigonal number,12,,
Q22669525,Sierra Leonean general election,12,,1
Q1412219,log flume ride,12,,
Q941081,half-track,12,,
Q47451002,figure skating jump,12,,
Q41793761,BMW-fabriek,12,,
Q7130304,panchayat town,12,,
Q15731904,municipal district of Nova Scotia,12,,
Q7211,taxonomy,12,,
Q1415691,State Chancellery,12,,
Q76515363,Q76515363,12,,
Q819951,World Mountain Running Championships,12,,1
Q823310,human,12,,
Q443006,fitness trail,12,,
Q24335595,mythical tree,12,,
Q66490764,vehicle depot,12,,
Q94617066,spy ring,12,,
Q25289192,Hamburg state election,12,,1
Q2637759,freight railway line,12,,
Q76007695,administrative district of Czech municipality with expanded powers,12,,
Q82550,buzzword,12,,
Q1763187,camouflage pattern,12,,
Q209572,military service,12,,
Q4281830,mark,12,,
Q379231,gas law,12,,
Q1362124,coast radio station,12,,
Q40034430,plant resin,12,,
Q565410,economic region of Russia,12,,
Q12334344,legendary hero,12,,
Q17634997,balneario,12,,
Q963760,Esperantido,12,,
Q153918,Kupferhof,12,,
Q10519294,Heidenstam lighthouse,12,,
Q61867910,cogeneration power station,12,,
Q36834,composer,12,,
Q697390,vegueria,12,,
Q11660700,reien,12,,
Q1138653,Shenzhou,12,,
Q92797949,IBM platform,12,,
Q756230,directory service,12,,
Q57338471,UWG,12,,
Q841818,Great Old Ones,12,,
Q96239483,military rank of ancient Rome,12,,
Q107024302,county of Iceland,12,,
Q371385,Indy Grand Prix of Alabama,12,,
Q133766,O-Ie Sōdō,12,,
Q1326107,weight class in boxing,12,,
Q110643339,adult tube site,12,,
Q1740580,Kharkov International Badminton Championships,12,,1
Q375102,rear-end collision,12,,
Q1810278,Le Volant d'Or de Toulouse,12,,
Q576342,salon,12,,
Q1053463,census geographic unit of Canada,12,,
Q19860625,defunct cycling race,12,,
Q814232,survey methodology,12,,
Q96575323,special award,12,,
Q1332286,forgery,12,,
Q198732,lake excavated by a brickyard,12,,
Q5589413,Government-owned and controlled corporation,12,,
Q16143127,Brazil at the FIFA World Cup,12,,
Q2578338,Regionaal Landschap,12,,
Q52326383,double villa,12,,
Q5073533,Chapter nine institutions,12,,
Q191503,duel,12,,
Q6093710,Italy at the FIFA World Cup,12,,
Q7128307,Palmerston fort,12,,
Q1221126,Dienststellung,12,,
Q875508,Q875508,12,,
Q2117459,Puerto Rico International Badminton Championships,12,,1
Q1953305,German army munitions plant,12,,
Q2818080,6 Hours of Fuji,12,,
Q61657235,electricity pylon type,12,,
Q1562218,freight bypass railway,12,,
Q22266214,Ethiopian general election,12,,1
Q166886,duke,12,,
Q42264828,problem question,12,,
Q91776238,topological construction,12,,
Q63345803,abnormally high value,12,,
Q43767888,triathlon competition,12,,
Q13142456,Advent song,12,,
Q1661179,India International Badminton Championships,12,,1
Q963908,private Hochschule,12,,
Q1349065,Passion play,12,,
Q7893188,United States Special Operations forces,12,,
Q2223631,Santo Domingo International Badminton Championships,12,,1
Q1499881,outdoor game,12,,
Q18563354,religious character,12,,
Q63349565,executive search firm,12,,
Q2035494,half-elven,12,,
Q105016636,British Army Infantry Division,12,,
Q2387481,Indonesian monarchy,12,,
Q1552255,green belt,12,,
Q31345,Osaka International Badminton Championships,12,,1
Q3494357,culinary speciality,12,,
Q2111165,private theatre,12,,
Q4057728,District of Yerevan,12,,
Q1754581,Evangeliary,12,,
Q188193,organ system,12,,
Q416014,acaricide,12,,
Q1048295,Cassegrain mirror system,12,,
Q1276346,EU Battlegroup,12,,
Q759957,supervisory authority,12,,
Q20008620,Nottingham Open (men),12,,
Q9647,gland,12,,
Q273339,Bulgaria in the Eurovision Song Contest,12,,
Q1021128,community action group,12,,
Q1298292,European Orienteering Championships,12,,1
Q24529773,Åland legislative election,12,,1
Q125576,papyrus,12,,
Q2804589,university observatory,12,,
Q2032782,arrest,12,,
Q7317885,revenants in fiction,12,,
Q938993,frivolous political party,12,,
Q1803829,landscape type,12,,
Q2938159,plants nutrient deficiency,12,,
Q2112202,revival house,12,,
Q265424,Mitzvah,12,,
Q20667393,Warhammer race,12,,
Q13882371,Dutch legislation,12,,
Q21593165,radio and TV emitting station,12,,
Q36378425,parliamentary group of the French National Assembly,12,,
Q88594934,anthropomorphic wolf,12,,
Q390580,Serbia in the Eurovision Song Contest,12,,
Q1475062,joint resolution,12,,
Q3412193,business cluster in France,12,,
Q4527099,KNSB Dutch Super Sprint Championships,12,,1
Q3482695,German legends,12,,
Q2461128,transformer tower,12,,
Q2037699,regional broadcaster,12,,
Q19838115,fictional mountain pass,12,,
Q1790360,colonial empire,12,,
Q106690375,Zambian general election,12,,1
Q201919,Azerbaijan in the Eurovision Song Contest,12,,
Q46122855,main road,12,,
Q105271891,ecumenical organization,12,,
Q1849719,municipal formation in Russia,12,,
Q25631864,concurrency control algorithm,12,,
Q109641212,masa,12,,
Q718608,dosage form,12,,
Q3032311,Native American deity,12,,
Q3455440,French brigade,12,,
Q63090717,French engineer regiment,12,,
Q2845944,former arrondissement of Paris,12,,
Q1411945,civil engineering construction,12,,
Q28869589,Spanish association,12,,
Q1312529,high school diploma,12,,
Q16626768,Îles de loisirs,12,,
Q2901570,municipal library of Paris,12,,
Q3629395,agricultural tool,12,,
Q21079854,vernacular region,12,,
Q43275450,cellar,12,,
Q327197,legal transaction,12,,
Q911134,ICF Canoe Sprint World Championships,12,,1
Q1363997,Destination X,12,,
Q956086,bug tracking system,12,,
Q98701476,television film broadcasted in 2 parts,12,,
Q1186375,Government of Wallonia,12,,
Q1510056,Aragon motorcycle Grand Prix,12,,
Q859174,Cayley graph,12,,
Q11505578,convict on death row in Japan,12,,
Q7715973,Debian,12,,
Q43371093,Q43371093,12,,
Q106978510,international rail transit service,12,,
Q3401774,prime meridian,12,,
Q70106895,Individual pursuit,12,,
Q13016741,Khmer temple,12,,
Q67131048,online lyrics database,12,,
Q55364050,biomass-fired power station,12,,
Q6960199,city municipality of Slovenia,12,,
Q15063384,federal electoral district in Nova Scotia,12,,
Q2122699,lagerstätte,12,,
Q3034655,k-edge-connected graph,12,,
Q8461,racism,12,,
Q7252594,province of Venezuela,12,,
Q557548,Internationaux de Nouvelle-Calédonie,12,,
Q2621126,police zone,12,,
Q24176296,Vanuatu general election,12,,1
Q619300,Hamadryad,12,,
Q1153025,wheelchair tennis,12,,
Q3639561,capitular library,12,,
Q879208,bivouac,12,,
Q22330752,Georgian parliamentary election,12,,1
Q810308,FIBA Asia Cup,12,,
Q78758464,broadcasting licence area,12,,
Q605286,Chang-Sat Bangkok Open,12,,
Q483373,electric multiple unit,12,,
Q22704041,Belizean general election,12,,1
Q326892,DDR motorcycle Grand Prix,12,,
Q4057633,hierarchy of administrative territorial entities,12,,
Q22276298,Moldovan parliamentary election,12,,1
Q225446,institute of consecrated life,12,,
Q3267588,lungarno,12,,
Q6972919,National Government Park,12,,
Q2470676,export credit agency,12,,
Q5571369,quarter of a city in Italy,12,,
Q1630695,motor torpedo boat,12,,
Q90052411,Guards tank corps,12,,
Q1148747,payment,12,,
Q2961813,local TV channel,12,,
Q996525,armored vehicle-launched bridge,12,,
Q19883123,organisation group,12,,
Q52997136,Slavic bypass rite,12,,
Q2229782,wet dock,12,,
Q474079,tankette,12,,
Q13366014,military district of Russia,12,,
Q23833580,capoeira technique,12,,
Q177923,auction,12,,
Q7649719,Sustainment Command,12,,
Q52147067,print version,12,,
Q5370895,Bommarito Automotive Group 500,12,,
Q29137,cybercrime,12,,
Q105394821,United States Army Aviation Battalion,12,,
Q18028619,9-polytope,12,,
Q4650184,ABC Local Radio,12,,
Q722795,armored train,12,,
Q1388421,social experiment,12,,
Q209928,madhhab,12,,
Q1260006,drug cartel,12,,
Q193427,air gun,12,,
Q22669513,Beninese parliamentary election,12,,1
Q545385,double-barreled shotgun,12,,
Q5728070,biblioteca popular,12,,
Q106490138,non-partisan organization,12,,
Q59447,diterpene,12,,
Q228039,lock,12,,
Q7814340,toll tunnel,12,,
Q109235270,quaker cemetery,12,,
Q1481677,pleasure garden,12,,
Q3109521,Gobots,12,,
Q193605,lullaby,12,,
Q3518810,unorganized area of Canada,12,,
Q84863712,television series database,12,,
Q27031016,archaeological service,12,,
Q5289813,domain decomposition methods,12,,
Q96602509,candidate list,12,,
Q28054047,Golden Arenas Awards,12,,
Q22074863,Golden Goblet Award,12,,
Q19344578,naval reserve division,12,,
Q70780172,tea plantation,12,,
Q23681146,Festival of Tourist Interest of Andalusia,12,,1
Q108060311,fictional rocky planet,12,,
Q33185258,faux lighthouse,12,,
Q7192831,public body in Hong Kong,12,,
Q1141791,Crown Research Institute,12,,
Q69359318,human trafficking by country or territory,12,,
Q1191035,Mahayana sutra,12,,
Q369606,Hundred Flowers Awards,12,,
Q2558591,world ranking list,12,,
Q37999985,Nebraska state park,12,,
Q19693318,total lunar eclipse,12,,
Q41597955,fictional race,12,,
Q107684057,municipal cemetery,12,,
Q904319,Koreatown,12,,
Q60723717,singing competition,12,,
Q2883346,liberty,12,,
Q179550,software bug,12,,
Q90808178,furniture museum,12,,
Q208281,fire engine,12,,
Q1516975,maritime history,12,,
Q1383889,Malaysian Open Squash Championships,12,,1
Q216749,live action role-playing game,12,,
Q1369318,X-ray telescope,12,,
Q16986187,Nanopsis Cecalupo & Robba (2010) non Henningsmoen (1954),12,,
Q66752884,aza,12,,
Q7061379,Norwegian local elections,12,,1
Q1392197,oath of allegiance,12,,
Q5146910,college rivalry,12,,
Q24182685,Palauan general election,12,,1
Q67604973,music recording studio,12,,
Q1475848,risk factor,12,,
Q7236487,power canal,12,,
Q3625949,3MV,12,,
Q103813670,anatomical structure type,12,,
Q87726426,field station,12,,
Q285759,insurance broker,12,,
Q2578028,misl,12,,
Q2375725,Cups,12,,
Q614101,heptalogy,12,,
Q3517351,TCA Awards,12,,
Q63878756,fast-food hamburger restaurant,12,,
Q542549,East Asia Summit,12,,
Q22696370,Tongan general election,12,,1
Q11748378,cow,12,,
Q766504,undersecretary,12,,
Q81670826,basketball venue,12,,
Q80839,lingua franca,12,,
Q926196,food cooperative,12,,
Q2998321,religious cosmology,12,,
Q105587861,Q105587861,12,,
Q9346811,struga,12,,
Q9390575,natural and landscape complex,12,,
Q10395989,Area of Significant Ecological Interest,12,,
Q820665,Kentucky Indy 300,12,,
Q10674551,special court,12,,
Q6566301,urban area in Nordic countries,12,,
Q10553904,regional council,12,,
Q12503,integer,12,,
Q30158196,ambassador to Paraguay,12,,
Q11570934,specified non-profit corporation,12,,
Q103112098,manga genre,12,,
Q63183471,Historic site,12,,
Q1191085,orders of magnitude of numbers,12,,
Q11562971,onsenkyō,12,,
Q82650,taxi,12,,
Q837632,private school in Edo-period Japan or China,12,,
Q49144,tenshu,12,,
Q11424228,Q11424228,12,,
Q153068,Japan Cup,12,,
Q11279146,Minato Oasis,12,,
Q4581845,patient organisation,12,,
Q30559999,historical military facility,12,,
Q73493683,Q73493683,12,,
Q478679,café-chantant,12,,
Q4590880,Regulation of the Government of Norway,12,,
Q128430,cyclops,12,,
Q656656,tap,12,,
Q13231467,croft,12,,
Q11650,electronics,12,,
Q104442652,Territory of a tribe,12,,
Q136932,Yantar-4K1,12,,
Q1307218,GEO-IK,12,,
Q70073069,propeller moon,12,,
Q1668151,punctuation mark,12,,
Q13233284,Lehrerseminar,12,,
Q15784703,Australian Junior International Badminton Championships,12,,1
Q822054,Bermuda International Badminton Championships,12,,1
Q1513289,Cambodian Badminton Championships,12,,1
Q15911581,administrative area,12,,
Q15707454,non-hunting area in Thailand,12,,
Q1451876,Frauenstift,12,,
Q7302334,receiving vault,12,,
Q1622132,galeas,12,,
Q2550720,trailing suction hopper dredger,12,,
Q3009575,Czech Cycling Tour,12,,
Q70036182,city of Taiwan under Japanese rule,12,,
Q1817107,Dorpenomloop Rucphen,12,,
Q1288449,enforced disappearance,12,,
Q7338100,Riverboat casino,12,,
Q51092447,Wikidata property related to ratios and proportions,12,,
Q2881503,frontage road,12,,
Q20655548,type of road racing cyclist,12,,
Q3354532,shawl,12,,
Q492038,human brain,12,,
Q3590900,Equestrian at the Pan American Games,12,,
Q2245146,Winston Western 500,12,,
Q56670043,fictional municipal police,12,,
Q105523003,urban district council,12,,
Q25430612,Shooting at the Pan American Games,12,,
Q816759,beta blocker,12,,
Q264024,animal model,12,,
Q4230006,asset management company,12,,
Q58872171,baronía,12,,
Q2309408,crinkle crankle wall,12,,
Q2169635,Tacx Pro Classic,12,,
Q108657391,burial aisle,12,,
Q625948,topological property,12,,
Q110867755,kabaddi team,12,,
Q1186171,Blue Ribbon Awards,12,,
Q108654442,ELIXIR Core Data Resource,12,,
Q17276616,IOC Session,12,,
Q722547,Orc,12,,
Q14551987,Brisbane International (women),12,,
Q42622779,timepiece,12,,
Q1661203,Syed Modi International Badminton Championships,12,,1
Q471223,isotope of roentgenium,12,,
Q467868,isotope of copernicium,12,,
Q1501660,All Alaska Sweepstakes,12,,
Q201486,history of science,12,,
Q9036,Nikola Tesla,12,,
Q1378498,commercial broadcasting,12,,
Q1089246,studio glass,12,,
Q2505632,VDI standard,12,,
Q2153495,ammunition dump,12,,
Q8294850,physiological plant disorders,12,,
Q16361747,Latvian presidential election,12,,1
Q96474709,award for best visual effects,12,,
Q11954567,veïnat,12,,
Q15804899,deck-building game,12,,
Q431858,factory ship,12,,
Q56280103,Montessori school,12,,
Q50700,coefficient,12,,
Q2984210,privately owned island,12,,
Q44481679,Madrid City Council election,12,,1
Q14832552,first Monday in September,12,,
Q88553702,anthropomorphic monkey,12,,
Q5484828,cyberpunk derivative form,12,,
Q7415384,Curculionidae,12,,
Q897797,arson attack,12,,1
Q1889,diplomacy,12,,
Q63353206,UNESCO-MAB Biosphere Reserve,12,,
Q22683078,parish of Uganda,12,,
Q30057156,ambassador to Georgia,12,,
Q23013985,region of Graubünden,12,,
Q107743640,Wikidata property for authority control for tennis players,12,,
Q11423,mass,12,,
Q70917267,electoral district of Wallonia,12,,
Q12894677,means,12,,
Q30057155,ambassador to Cambodia,12,,
Q109538705,skerries,12,,
Q379605,Rajdhani Express,12,,
Q64504529,legislative term of the Hellenic Parliament,12,,
Q2056313,pastoral visit,12,,
Q88778578,artificial cave,12,,
Q184418,coffin,12,,
Q64742143,Wikidata property to identify voice actors,12,,
Q130903,Veenendaal-Veenendaal Classic,12,,
Q108159756,fenchane monoterpenoid,12,,
Q29646039,ambassador of Tunisia,12,,
Q106627928,tetradecene,12,,
Q27680988,fictional raccoon,12,,
Q16948751,cyber force,12,,
Q81944,cutlery,12,,
Q3639678,circulating library,12,,
Q22908280,evidence based assessment,12,,
Q17056702,Intercity Express,12,,
Q28381983,gene variant,12,,
Q6304153,Judo at the All-Africa Games,12,,
Q18020205,series of images,12,,
Q1341486,Bloeizone Fryslân Tour,12,,
Q2973988,Omloop van Borsele,12,,
Q29167077,Wikimedia Summit,12,,
Q42415497,Wikidata property to identify genes,12,,
Q397447,torc,12,,
Q13359850,7-Dorpenomloop Aalburg,12,,
Q1423339,Portable Document Format/Exchange,12,,
Q124695,wax,12,,
Q83702840,special freighters,12,,
Q11918772,Q11918772,12,,
Q43570203,word similarity dataset,12,,
Q33100706,meeting center in Belgium,12,,
Q47087302,LSWR Saxon class,12,,
Q30106718,ambassador to East Germany,12,,
Q41657848,Wikidata property related to handball,12,,
Q3302931,Cabinet of Albania,12,,
Q47105819,LSWR Undine class,12,,
Q30159125,ambassador to Yugoslavia,12,,
Q19309706,Beechcraft 1900C,12,,
Q212431,installation art,12,,
Q42012485,FPB rating category,12,,
Q56164185,LSWR 221 “Scotia” class,12,,
Q2904257,software development process,12,,
Q30161376,ambassador of Thailand,12,,
Q43637515,electoral district of Croatia,12,,
Q200266,handle,12,,
Q28754053,educational website,12,,
Q21100839,intracellular transport of virus,12,,
Q1545788,Grenzkino,12,,
Q47328627,Parish of Famagusta Municipality,12,,
Q52719852,part of a theatrical production,12,,
Q47489972,municipal electoral district of Edmonton,12,,
Q47530706,RightsStatements.org statement,12,,
Q1784096,flight of locks,12,,
Q47907571,Constituency of the Regional Council of Lombardy,12,,
Q686899,Heuriger,12,,
Q48291351,tennis court component,12,,
Q1905347,gene bank,12,,
Q3909778,nuragic holy well,12,,
Q22276186,Montenegrin parliamentary election,12,,1
Q79418091,Q79418091,12,,
Q50314196,Constituency of Regional Councilors of New Taipei City,12,,
Q14878261,transcription by RNA polymerase III,12,,
Q107744144,Wikidata property for authority control for rugby sevens players,12,,
Q2375100,Croatian Chess Championship,12,,1
Q93191,Baptists,12,,
Q108108700,Wikidata property related to Linux,12,,
Q53001433,local electoral district of Morelos,12,,
Q26714783,gem in Steven Universe,12,,
Q26271743,picture book,12,,
Q1988927,digital catalog,12,,
Q4819313,Judo at the Asian Games,12,,
Q25423,function key,12,,
Q1317937,Public Eye Award,12,,
Q81799,fast food,12,,
Q55171473,Asterisk codec translator,12,,
Q108079839,Wikidata property to identify video game platforms,12,,
Q55364400,South-west Marine Parks Network,12,,
Q56877088,heraldic musical instrument,12,,
Q59728020,ward of the Dala legislative council,12,,
Q55589899,Ideographic Description Character,12,,
Q54957790,canteen,12,,
Q7439078,screenwriting software,12,,
Q216640,computer terminal,12,,
Q2909479,Israeli Chess Championship,12,,1
Q1144312,passenger car,12,,
Q60715851,Wikisource index page,12,,
Q2500107,world premiere,12,,
Q35158,stereoscopy,12,,
Q10296259,distrital archive,12,,
Q183888,software developer,12,,
Q17024724,dance competition,12,,
Q1318959,toy store,12,,
Q1814689,Memorial Oleg Dyachenko,12,,
Q694417,splash dam,12,,
Q18552288,M class,12,,
Q20080483,fictional cave,12,,
Q86460068,exhibition review,12,,1
Q63871189,Wikidata property related to sports teams/clubs,12,,
Q6901903,monoprinting,12,,
Q2033233,bibliographic index,12,,
Q8869,publishing group,12,,
Q20820199,illustrated magazine,12,,
Q3929429,semantic reasoner,12,,
Q23131389,engineer combat battalion,12,,
Q59727939,ward of the Aba South legislative council,12,,
Q59728106,ward of the Idemili North legislative council,12,,
Q59728004,ward of the Bauchi legislative council,12,,
Q59728271,ward of the Oredo legislative council,12,,
Q59728044,ward of the Enugu East legislative council,12,,
Q59728018,ward of the Chikun legislative council,12,,
Q59728164,ward of the Kachia legislative council,12,,
Q59728176,ward of the Katsina legislative council,12,,
Q59728033,ward of the Dekina legislative council,12,,
Q59728300,ward of the Shomolu legislative council,12,,
Q59728306,ward of the Surulere legislative council,12,,
Q59728141,ward of the Ilaje legislative council,12,,
Q59728270,ward of the Ondo West legislative council,12,,
Q59728099,ward of the Ibadan North legislative council,12,,
Q59728104,ward of the Ibadan South West legislative council,12,,
Q59728162,ward of the Jos South legislative council,12,,
Q60054122,octave designation,12,,
Q32859630,Cabinet of Wales,12,,
Q60785088,NHRA Winternationals,12,,
Q28938662,Drentse Acht van Westerveld,12,,
Q96749115,executive committee of the City Council of Deputies,12,,
Q61439974,Q61439974,12,,
Q877834,Japanese name,12,,
Q30082250,ambassador of Georgia,12,,
Q61715186,podcast hosting service,12,,
Q857628,apiary,12,,
Q61961075,electoral ward of Alexandrina Council,12,,
Q1352349,architectural model,12,,
Q1496857,prayer book,12,,
Q238156,coordination complex,12,,
Q5281480,disciplinary repository,12,,
Q21685563,Facebook group,12,,
Q3785701,GP Himmerland Rundt,12,,
Q1278335,instrumentalist,12,,
Q3081320,online pharmacy,12,,
Q11698842,Q11698842,12,,
Q30057134,ambassador to Uzbekistan,12,,
Q65561661,legislative term of the Cypriot Parliament,12,,
Q251749,pueblo,12,,
Q7567536,South Indian International Movie Awards,12,,
Q65037638,church foundations,12,,
Q3550804,research and education unit,12,,
Q108321096,major district of Vaasa,12,,
Q58197759,hurricane,12,,
Q13425836,Italian International Junior Badminton Championships,12,,1
Q46219689,Tata Open India International Challenge,12,,
Q1152706,GDR Youth Badminton Championships,12,,1
Q2955209,Moroccan National Road Championships,12,,1
Q79309768,spring chapel,12,,
Q6905314,Monterey Grand Prix,12,,
Q67147039,Macau Men's Team Badminton Championships,12,,1
Q61055947,Q61055947,12,,
Q96759364,Interactive Element,12,,
Q2980154,book club,12,,
Q89604788,Wikidata property related to a medical facility,12,,
Q15548044,application launcher,12,,
Q329525,criminal charge,12,,
Q72373905,Chinese tone,12,,
Q108307679,carabranes,12,,
Q18342520,Finnish Junior International Badminton Championships,12,,1
Q14523556,Q14523556,12,,
Q73387158,FPB content descriptor,12,,
Q30185,mayor,12,,
Q5438005,fatty acid ester,12,,
Q74431214,IFCO rating category,12,,
Q1665268,command,12,,
Q98929143,funerary stele,12,,
Q21054796,Metrobus,12,,
Q467745,union territory of India,12,,
Q29048022,knitting,12,,
Q14848225,Indian Junior International Badminton Championships,12,,1
Q98085613,unseen fictional location,12,,
Q3758612,gas carrier,12,,
Q72802810,possible peculiar star,12,,
Q24179666,Niuean general election,12,,1
Q56695792,fascicle,12,,
Q29113513,powet of the Grand Duchy of Lithuania,12,,
Q811936,building method,12,,
Q87344584,french legislative session of the 15th legislature,12,,
Q5621421,private company,12,,
Q65643555,Jijin-tō,12,,
Q2712963,abstract noun,12,,
Q103896,compass,12,,
Q5892712,Honda Sports Award,12,,
Q90456323,agent,12,,
Q91153985,Zone of Villa Nueva City,12,,
Q6839695,micromosaic,12,,
Q11030,journalism,12,,
Q7114004,overthrow,12,,
Q7450077,senatorial district of the Philippines,12,,
Q328070,listed building in Sweden,12,,
Q3125397,Q3125397,12,,
Q97947980,USGS Region,12,,
Q98381389,OCCF classification category,12,,
Q98556635,constituency of Councilors of Taipei County,12,,
Q98523812,Q98523812,12,,
Q1792562,Q1792562,12,,
Q28877,good,12,,
Q65921414,liturgical day,12,,
Q7554269,software calculator,12,,
Q98930549,fictional star system,12,,
Q99430287,FIM CEV Moto3 Junior World Championship Barcelona-Catalunya Race,12,,1
Q99540822,J-GP3 Motegi Race,12,,
Q99658409,national padel team,12,,
Q99431720,FIM CEV Moto3 Junior World Championship Circuito de Jerez Race,12,,1
Q88554829,anthropomorphic rhinoceros,12,,
Q106651322,anti-slavery newspaper,12,,
Q60310748,pot,12,,
Q99743291,Brittle Ware,12,,
Q381155,sieve,12,,
Q2450206,mourning dress,12,,
Q16023945,feria,12,,
Q12029384,Klif,12,,
